,source,reference,translation,z-score,avg-score,annotators,bert_metric_p,bert_metric_r,bert_metric_f,bleu_metric_mod_prec,bleu_metric_sen_bleu,Rouge1_metric_f,Rouge1_metric_r,Rouge1_metric_p,Rouge2_metric_f,Rouge2_metric_r,Rouge2_metric_p,RougeL_metric_f,RougeL_metric_r,RougeL_metric_p
6213,The clarification raised new questions about the Republican presidential nominee's ability to communicate clearly to the American public.,Selvennys herätti uudet kysymykset Republikaanisen presidentinnimitysehdokkaan kyky kommunikoida selvästi amerikkalaiselle yleisölle.,Selvitys herätti uusia kysymyksiä republikaanien presidenttiehdokkaan kyvystä kommunikoida selkeästi amerikkalaisyleisölle.,0.949479503960916,73.0,1,0.6690384149551392,0.6187950372695923,0.6440689563751221,0.18699186991869918,6.450354420568553e-155,0.1904761854875285,0.18181818181818182,0.2,0.0,0.0,0.0,0.1904761854875285,0.18181818181818182,0.2
1269,"The fact that it has occurred in Germany and at that very hotel chain, is an even greater disgrace.","Se on tehty Saksassa ja tuohon hotelliin, on vielä suurempi häpeä.","Mutta vielä suurempi häpeä on se, että näin kävi Saksassa ja tässä kyseisessä hotelliketjussa.",-0.300236296925231,52.0,1,0.33010333776474,0.4507998824119568,0.3893558382987976,0.23404255319148937,7.2163839066717004e-155,0.479999995072,0.5454545454545454,0.42857142857142855,0.26086956030245756,0.3,0.23076923076923078,0.24999999513888896,0.3,0.21428571428571427
3650,"Attendees can tour the Central Hall, Period Rooms, Cactus Lounge and Tea Room.","Tupa. Ennakko/Ennakko- liput on vaatii; SAH/SCC elimet, $15; ei-elimet, $25.","Osallistujat pääsevät kierrokselle keskusaulaan, tyylikausihuoneisiin, kaktus-oleskeluhuoneisiin ja teehuoneeseen.",-1.64532591486992,2.0,1,0.043961841613054276,0.08175425976514816,0.0637977197766304,0.13157894736842105,5.410849065713981e-155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3792,"They concern jobs, accommodation, and public services.","ekonomit ei ennä vastaukselle nuo, ties, ja tasainen jos ovat, vastaukset ei osu yhtään näkyvyys.","Ne koskevat työpaikkoja, asuntoja ja julkisia palveluja.",-2.10085764980131,0.0,1,0.02629866637289524,-0.01396261341869831,0.007133329752832651,0.2857142857142857,7.973301625706314e-155,0.09090908657024814,0.06666666666666667,0.14285714285714285,0.0,0.0,0.0,0.095238090793651,0.07142857142857142,0.14285714285714285
4543,The young woman has also been seen wearing extremely skimpy outfits.,Nuorella naisella on myös nähty yllään äärimmäisen niukka niukka.,Nuoren naisen on myös nähty pukeutuvan erittäin niukkoihin asuihin.,0.6923144934832061,73.0,1,0.48576247692108154,0.4876907467842102,0.48735880851745605,0.26865671641791045,7.731630077893534e-155,0.3333333283333334,0.3333333333333333,0.3333333333333333,0.24999999500000009,0.25,0.25,0.35294117148788934,0.375,0.3333333333333333
6294,"In recent years, the cover has certainly featured more ""celebrities who model"" than ""models who are celebrities.""","Viime vuosina kansi on todella muistuttanut moni ""kuuluisuuksia, jotka mallintavat"" kuin ""mallit, jotka ovat kuuluisuudet.","Viime vuosina kannessa on todellakin ollut enemmän ”julkkiksia, jotka toimivat malleina” kuin ”malleja, jotka ovat julkkiksia”.",0.3334332763147209,62.0,1,0.38197851181030273,0.3923105001449585,0.38788679242134094,0.14173228346456693,5.615735026188012e-155,0.45161289823100936,0.4666666666666667,0.4375,0.1379310294887041,0.14285714285714285,0.13333333333333333,0.41379309845422124,0.42857142857142855,0.4
5611,"He praised Garland and said Clinton's team would not want to ""rock the boat"" with a new pick.",Hän kehui Garlandia ja sanoi Clintonin joukkueen haluavan ”kallioon” -veneen kanssa.,"Hän kehui Garlandia ja sanoi, että Clintonin tiimi ei haluaisi ”keikuttaa venettä” uudella valinnalla.",-0.177917003109927,43.75,4,0.5257638692855835,0.6235058307647705,0.5740525126457214,0.21568627450980393,6.927610634631321e-155,0.399999995072,0.45454545454545453,0.35714285714285715,0.26086956030245756,0.3,0.23076923076923078,0.399999995072,0.45454545454545453,0.35714285714285715
4475,"Tourists sun worshipping in Aveiro, Portugal, had the shock of their lives","Turistien auringonpaisteessa Aveiro, Portugalissa, oli järkytys elämästään",Auringonpalvojaturistit Portugalin Aveirossa kokivat elämänsä järkytyksen,-0.8047551453895059,25.0,1,0.3896712362766266,0.3969030976295471,0.3940286636352539,0.2876712328767123,8.000560856080874e-155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4358,"The lorry had drifted out of the road on a left curve, and toppled over into a ditch.",Kuorma-auton kuorma-auto oli ajautunut jäljellä olevaan käyrään ja lamaannuttaneet kuorma-auton.,Rekka oli ajautunut vasemmalle kaartuvassa mutkassa ulos tieltä ja kaatunut kyljelleen ojaan.,-0.213250437147853,22.0,1,0.3349238932132721,0.19764241576194763,0.2646196484565735,0.1827956989247312,6.377569530197235e-155,0.27272726776859507,0.3,0.25,0.09999999505000023,0.1111111111111111,0.09090909090909091,0.27272726776859507,0.3,0.25
6635,"The planet likely featured more dry regions than Earth, but once had enough water and geographical variability to host life and guard against rapid evaporation.","Planeetta todennäköisesti muistutti kuivempia alueita kuin Maa, mutta kerran oli riittävästi vettä ja maantieteellistä vaihtelevuutta isännöidä elämää ja vartijaa nopeaa haihtumista vastaan.","Planeetalla oli todennäköisesti Maata kuivempia alueita, mutta siellä oli kerran tarpeeksi vettä ja maantieteellistä vaihtelua elämän mahdollistamiseen ja nopealta veden haihtumiselta suojaamiseen.",0.4031438939264989,52.0,1,0.6283862590789795,0.5970737338066101,0.6130937933921814,0.1218274111675127,5.206486222381021e-155,0.40909090409090915,0.4090909090909091,0.4090909090909091,0.0952380902380955,0.09523809523809523,0.09523809523809523,0.34146340963712074,0.3333333333333333,0.35
2087,"The company is going after ad blockers on desktop however, because mobile ad blockers are not effective in Facebook's mobile apps for the social network and Instagram, a spokesperson said.","Yhtiö menee kuitenkin blogikirjoituksen julkaisun jälkeen, koska mobiilibisnes ei ole tehokasta Facebookissa harrastettua mobiilidataa Suomeen ja Instagramiin, tiedottaja sanoi.","Yritys on kuitenkin tietokoneella käytettävien sivujen mainosten estäjien perässä, sillä mobiilit mainosten estäjät eivät toimi Facebookin mobiilisovelluksissa sosiaaliselle verkostolle tai Instagramille, edustaja sanoi.",-1.38950002850631,9.0,1,0.3225565552711487,0.3930840492248535,0.35797229409217834,0.10909090909090909,4.926817735810521e-155,0.09523809028344697,0.10526315789473684,0.08695652173913043,0.0,0.0,0.0,0.09756097063652613,0.10526315789473684,0.09090909090909091
4602,The regular customers are also classified according to the number of purchased items and the money used.,Säännöllisiin asiakkaisiin on luokiteltu mukaan myös useita ostettuja esineitä ja käytettyjä rahoja.,Kanta-asiakkaita luokitellaan myös ostosten lukumäärän ja niihin käytetyn rahamäärän mukaan.,-1.35295347331151,10.0,1,0.2570345997810364,0.32229140400886536,0.28997108340263367,0.20652173913043478,6.778835615004783e-155,0.27272726776859507,0.25,0.3,0.0,0.0,0.0,0.18181817685950424,0.16666666666666666,0.2
4710,Kangaspuro says that a reason behind Ivanov’s dismissal can be Putin’s will to prevent strong people around him of gathering too much power.,"Kangaspuro sanoo, että syy Ivanovin erottamiseen voi olla Putinin tahto estää voimakkaita ihmisiä ympärilleen keräämästä liikaa valtaa.","Kangaspuro sanoo, että Ivanovin erottamisen syy voi olla Putinin halu estää se, että vahvat ihmiset hänen ympärillään keräisivät liikaa valtaa.",1.24185194551932,81.0,1,0.7314634323120117,0.7663776278495789,0.749100387096405,0.16783216783216784,6.110965302306542e-155,0.5945945896274654,0.6470588235294118,0.55,0.28571428075102046,0.3125,0.2631578947368421,0.5555555505709877,0.5882352941176471,0.5263157894736842
5133,It is capital income from which all the other deductions have been deducted.,"Se on pääomatulot, joista kaikki muut vähennykset on vähennettävä.","Se on pääomatuloa, josta on vähennetty kaikki muut vähennykset pois.",0.478878711530764,74.5,2,0.7702264785766602,0.7729017734527588,0.7718449234962463,0.3088235294117647,8.289482264810312e-155,0.6315789423822715,0.6666666666666666,0.6,0.35294117148788934,0.375,0.3333333333333333,0.5882352891349482,0.625,0.5555555555555556
6216,"There were a lot of inquiries, though.","Oli paljon tiedustelut, kuitenkin.",Kyselyitä tuli kuitenkin paljon.,0.145455289675306,51.0,1,0.3416745960712433,0.3513246774673462,0.3472934365272522,0.4375,9.866457383969696e-155,0.4999999950000001,0.5,0.5,0.0,0.0,0.0,0.24999999500000009,0.25,0.25
2554,Buying a Guardianship is something tangible you can pass down or give as a gift.,Ostamassa Guardianship on konkreettista voit antaa tai antaa lahjaksi.,"Hallintaoikeuden hankkiminen on jotakin konkreettista, jonka voi jättää perinnöksi tai antaa lahjaksi.",-0.5123827038311021,33.0,1,0.349506676197052,0.5391704440116882,0.44057872891426086,0.18627450980392157,6.437969728656505e-155,0.38095237605442184,0.4444444444444444,0.3333333333333333,0.21052631091412755,0.25,0.18181818181818182,0.39999999520000007,0.5,0.3333333333333333
4062,"With a thickness more closely resembling a coffee table book than a fashion magazine, the issue attracts a huge number of advertisers (Fashionista counted 615 of last year's 832-page tome as advertising content).","Kun paksuus muistuttaa tiiviimmin kahvitausta kuin muotia aiheuttava lehti, kysymys houkuttelee valtavaa määrää mainostajia (viime vuonna 832 sivustolta 615).","Sen paksuus muistuttaa enemmän kahvipöytäkirjaa kuin muotilehteä, ja numero houkuttelee valtavan määrän mainostajia (Fashionista laski, että viime vuoden 832-sivuisesta opuksesta 615 oli mainossisältöä).",-0.0578449609611439,59.0,1,0.44860193133354187,0.4857064187526703,0.46764421463012695,0.14285714285714285,5.637975647982813e-155,0.23809523314058967,0.2631578947368421,0.21739130434782608,0.04999999505000049,0.05555555555555555,0.045454545454545456,0.23809523314058967,0.2631578947368421,0.21739130434782608
3737,"An immigrant will take your job, an immigrant will jam your hospitals, an immigrant will abuse you.",olemme perusteet että käy.,"Maahanmuuttaja vie työpaikkasi, maahanmuuttaja ruuhkauttaa sairaalasi, maahanmuuttaja käyttää sinua hyväkseen.",-1.6818724700647198,1.0,1,-0.07805365324020386,0.08205089718103409,-0.000825479335617274,0.11818181818181818,5.1279944831017886e-155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2238,There is still no great reason for joy.,Vielä ei ole suurta syytä riemusta.,Suureen iloon ei ole silti aihetta.,0.364734620844108,57.0,1,0.38026100397109985,0.3836376667022705,0.3827097415924072,0.3142857142857143,8.36246929417061e-155,0.3333333283333334,0.3333333333333333,0.3333333333333333,0.19999999500000015,0.2,0.2,0.3333333283333334,0.3333333333333333,0.3333333333333333
1113,"""Quarter past seven, every day, like clockwork, I'd come in and they were making my everything bagel with butter,"" he said.","""Vartin yli seitsemän, joka päivä täällä, olisin saanut ja ne olivat minun kaikki rinkeli voita kanssa"", hän sanoi.","”Joka päivä viisitoista yli seitsemän, säännöllisesti kuin kello, menin sisään ja he olivat valmistamassa mausteista bageliani voilla”, hän sanoi.",0.346461343246708,56.5,2,0.2794686555862427,0.327406108379364,0.30399274826049805,0.136986301369863,5.52091150220387e-155,0.37837837338203073,0.3888888888888889,0.3684210526315789,0.11428570928979613,0.11764705882352941,0.1111111111111111,0.3243243193279767,0.3333333333333333,0.3157894736842105
4708,"Among these people was one child, who was taken to further examinations slightly hurt.","Näiden ihmisten joukossa oli yksi lapsi, joka vietiin jatkotarkastukseen hieman satuttamaan.","Joukossa oli yksi lapsi, joka kuljetettiin lievästi loukkaantuneena jatkohoitoon.",0.4031438939264989,52.0,1,0.46304184198379517,0.5286822319030762,0.4959665536880493,0.2345679012345679,7.2244785630656075e-155,0.39999999505,0.36363636363636365,0.4444444444444444,0.33333332839506175,0.3,0.375,0.39999999505,0.36363636363636365,0.4444444444444444
6295,"Politico has reported that Trump paid zero to very little taxes for two years in the 1990s, and a New York Times business columnist on Friday quoted a number of tax lawyers and accountants saying that could still be the case.","Politico on raportoinut, että Trump maksoi nollaa hyvin pienille veroille kahdeksi vuodeksi 1990-luvussa, ja New York Times yritys kolumnisti perjantaina siteerasi veroasianajajien ja kirjanpitäjinä määrää, joka sanoivat, joka voisi yhä olla tapaus.","Politico on ilmoittanut, että on Trump ei ole maksanut yhtään tai hyvin vähän veroja kahtena vuonna 1990-luvulla, ja New York Timesin liiketoimintakolumnisti lainasi perjantaina lukuisia veroasianajajia ja kirjanpitäjiä, jotka sanoivat, että tilanne voi vieläkin olla sama.",0.218548400064906,53.0,2,0.5784165859222412,0.6176284551620483,0.5983428359031677,0.11355311355311355,5.026570048443867e-155,0.35294117148788934,0.375,0.3333333333333333,0.09090908592745665,0.0967741935483871,0.08571428571428572,0.3492063442176871,0.36666666666666664,0.3333333333333333
6553,"""This isn't a good experience for people and we plan to address the issue,"" a Facebook spokesperson said in an e-mailed statement.","""Tämä ei ole hyvä kokemus ihmisille ja me suunnittelemme esittämään kysymyksen, Facebook puhehenkilö sanoi e-mailed julkilausumassa.","”Tämä ei ole hyvä kokemus ihmisille, ja meillä on suunnitelmissa tarttua ongelmaan”, Facebookin edustaja sanoi sähköpostilausunnossa.",-0.0280623862400004,37.0,1,0.5119287967681885,0.5124303698539734,0.5127808451652527,0.19548872180451127,6.59527743556095e-155,0.37499999500000003,0.375,0.375,0.19999999500000015,0.2,0.2,0.37499999500000003,0.375,0.375
1367,"The draft NICE guidance, published today, recommends that people be given 90 mg of ticagrelor for 12 months, followed by 60mg along with aspirin twice a day for another three years.","Luonnos NIZZAN ohjausta, julkaisi tänään, suosittelee, että ihmisille annetaan 90 mg of ticagrelor 12 kuukautta, jonka jälkeen 60mg ja aspiriinia kahdesti päivässä kolmella vuodella.","Tänään julkaistussa NICE:n ohjeistusluonnoksessa suositellaan, että ihmisille annetaan 90 mg ticagreloria 12 kuukauden ajan, mitä seuraa 60 mg aspiriinin kanssa otettuna kahdesti päivässä seuraavien kahden vuoden ajan.",-0.548929259025903,32.0,1,0.5663381218910217,0.5942202210426331,0.5807076692581177,0.13761467889908258,5.533559655097405e-155,0.31372548521337956,0.3333333333333333,0.2962962962962963,0.20408162767180354,0.21739130434782608,0.19230769230769232,0.3199999950080001,0.3333333333333333,0.3076923076923077
3606,Mr Wright and Finnish dairy producer Valio have produced the traveller's film called The Lickhiker's Guide to Inner Strength which shows the bacteria count in different place like in the bathroom,hra Wright ja suomalainen meijeri tuottaja Valio omistaa tuottaa matkustaja filmi sanoo Lickhiker Opas kohti Sisäinen Arvo kumpi näkyy bakteeri laskee sisällä erilainen kohta kuin sisällä kylppäri,"Wright on tuottanut matkailijan elokuvan, Sisäisen voiman jäljillä, yhdessä suomalaisen meijerin, Valion, kanssa. Elokuvassa näytetään bakteerimäärä eri paikoissa, kuten kylpyhuoneessa.",0.4743742864285101,60.0,1,0.12688282132148743,0.12331894785165787,0.12617707252502441,0.12972972972972974,5.372692344559161e-155,0.04255318660027218,0.037037037037037035,0.05,0.0,0.0,0.0,0.043478255954631936,0.038461538461538464,0.05
4389,Over 70 Republican leaders want the party to stop funding Trump’s campaign,"Yli 70 tasavaltaa johtajaa haluaa, että rahoituskampanjan rahoituskampanjan lopettaminen","Yli 70 republikaanivaikuttajaa haluaa, että puolue lopettaa Trumpin kampanjan rahoittamisen",-1.12630856031641,7.0,1,0.4614109694957733,0.5575042366981506,0.5089592337608337,0.24175824175824176,7.334370755660807e-155,0.42105262659279785,0.4444444444444444,0.4,0.23529411266435996,0.25,0.2222222222222222,0.4444444395061729,0.5,0.4
1088,The preliminary results of the congressional investigation were reported Tuesday by The Daily Beast.,Alustavat tulokset congressional tutkimuksesta kerrottiin tiistaina The Daily Beast.,The Daily Beast raportoi tiistaina kongressin tutkinnan alustavista tuloksista.,-0.231985133348116,35.1666666666667,6,0.4820355474948883,0.5054420232772827,0.49429750442504883,0.25316455696202533,7.505396975489015e-155,0.44444443944444445,0.4444444444444444,0.4444444444444444,0.24999999500000009,0.25,0.25,0.3333333283333334,0.3333333333333333,0.3333333333333333
707,Voluptuous Modern Family star causes a stir again: the teenage star's shorts reveal almost everything,Uhkea Modern Family star aiheuttaa sekoita uudelleen: teini tähti shortsit paljastaa lähes kaiken,Uhkea Moderni Perhe -tähti kohauttaa jälleen: teinitähden shortsit paljastavat lähes kaiken,0.291641510454507,55.0,1,0.5131322145462036,0.49778908491134644,0.5060411691665649,0.21978021978021978,6.993048131179589e-155,0.3333333283680556,0.3076923076923077,0.36363636363636365,0.09090908595041348,0.08333333333333333,0.1,0.3333333283680556,0.3076923076923077,0.36363636363636365
2191,"Many still have an image that the number of jobs does not depend on the number of working people, so that it is almost constant.","Monilla on vielä mielikuva, että työpaikkojen määrä ei ole riippuvainen työmäärää, jotta se on lähes jatkuvaa.","Monella on edelleenkin kuvitelma, että työpaikkojen määrä on riippumaton työssäkäyvien määrästä, melkein vakio siis.",-0.247945540954125,37.75,4,0.5407214164733887,0.5586880445480347,0.550222635269165,0.1896551724137931,6.496127817928412e-155,0.33333332835555557,0.3125,0.35714285714285715,0.14285713788265325,0.13333333333333333,0.15384615384615385,0.285714280739796,0.26666666666666666,0.3076923076923077
5511,"When Mr Putin came to power, he named Mr Ivanov as one of the five people he trusted most.","Kun Putin nousi valtaan, hän nimesi Ivanov yhtenä viidestä hän luottaa eniten.","Kun Putin nousi valtaan, hän mainitsi Ivanovin yhdeksi viidestä ihmisestä, joihin hän luotti eniten.",0.4615650446761861,74.0,1,0.6816712617874146,0.7822591066360474,0.7312033772468567,0.21,6.835682191899726e-155,0.6153846104142012,0.6666666666666666,0.5714285714285714,0.3333333283680556,0.36363636363636365,0.3076923076923077,0.5833333283680556,0.6363636363636364,0.5384615384615384
6129,"In the United States, the Democratic presidential candidate Hillary Clinton shared details of his economic policy on Thursday evening.",Yhdysvalloissa demokraattien presidenttiehdokas Hillary Clinton jakoi yksityiskohtaisia tietoja talouspolitiikastaan torstai-iltana.,Yhdysvalloissa demokraattien presidenttiehdokas Hillary Clinton kertoi talouspolitiikkansa yksityiskohdista torstai-iltana.,1.31494505590892,83.0,1,0.8117892742156982,0.7664737701416016,0.7891724705696106,0.18699186991869918,6.450354420568553e-155,0.6315789423822715,0.6,0.6666666666666666,0.4705882303114187,0.4444444444444444,0.5,0.6315789423822715,0.6,0.6666666666666666
3200,"I aim to be the President, so that the U.S. economy would be good for everyone.","Aion olla Presidentti, niin että YHDYSVALTAIN talous olisi hyvä kaikille.","Minä pyrin presidentiksi, jotta Yhdysvaltain taloudella menisi kaikkien kannalta hyvin.",0.170305450329045,57.0,1,0.3011460602283478,0.201459139585495,0.2508586049079895,0.22988505747126436,7.1520013411684584e-155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2367,"The women also had to be ready to give up their Swedish citizenship, and to give the Race Office their handwritten biographies, and good references from their next of kin.","Naisella oli myös olla valmis luopumaan Ruotsin kansalaisuuden, ja Race toimiston käsikirjoittamassa elämäkerrat, hyviä ohjeistuksia, ja heidän lähiomaisiaan.",Naisten piti myös olla valmiita luopumaan Ruotsin kansalaisuudestaan sekä antamaan rotuvirastolle käsinkirjoitetut elämänkerrat sekä hyvät suositukset läheisiltä.,-1.02741030481749,31.0,1,0.3958894610404968,0.4261985123157501,0.4116557240486145,0.14814814814814814,5.741433371821799e-155,0.2285714235755103,0.2222222222222222,0.23529411764705882,0.12121211621671278,0.11764705882352941,0.125,0.2424242374288339,0.23529411764705882,0.25
5279,The boat's engine had an emergency kill cord but it had somehow come detached from the person driving the boat when it capsized.,"Veneen moottorin oli hätätilanne tappaa napanuorasta kerättävän, mutta se oli jotenkin tullut irrallaan henkilön ajamassa veneestä, kun se kaatuneita.","Veneen moottorissa oli tappokatkaisinköysi, mutta se oli jotenkin irronnut venettä ajaneesta henkilöstä, kun vene kaatui.",-1.5722328044803202,4.0,1,0.5360918641090393,0.4862739145755768,0.5114854574203491,0.18181818181818182,6.360494346864465e-155,0.4117647009515571,0.3684210526315789,0.4666666666666667,0.18749999507812512,0.16666666666666666,0.21428571428571427,0.3870967692403746,0.35294117647058826,0.42857142857142855
2991,Air pollution makes Londoners older,Ilmansaasteet tekee Lontoolaiset vanhempi,Ilmansaasteet vanhentavat lontoolaisia,0.831288689638585,76.0,1,0.6461716294288635,0.5861942768096924,0.6162427663803101,0.34210526315789475,8.724731960985442e-155,0.2857142808163266,0.25,0.3333333333333333,0.0,0.0,0.0,0.2857142808163266,0.25,0.3333333333333333
5314,"Behind every rowing gold is a battalion of willing hands contributing the incremental gains that make the difference, and no hands were more instrumental than those of a coach who 30 months ago did not know whether he would live to see this day when diagnosed with cancer.","Jokainen soutu kullan takana on pataljoona on valmis siihen, että kädet ehtivät tehdä ero, eikä mikään käsiä apuna olisi enemmän kuin valmentaja, joka 30 kuukautta sitten ei tiennyt, onko hän elää tätä päivää, jolloin diagnosoitu syöpä.","Jokaisen soutukullan taustalla on ryhmä avuliaita käsipareja, jotka edistävät vähitellen niitä asioita, joilla on merkitystä. Eikä yksikään käsipari ollut yhtä olennainen kuin valmentajan, joka ei 30 kuukautta sitten syöpädiagnoosin saatuaan tiennyt, eläisikö hän tähän päivään asti.",-0.585475814220703,31.0,1,0.3526269197463989,0.4203100800514221,0.3866442143917084,0.09540636042402827,4.607452642348321e-155,0.2777777727777779,0.2777777777777778,0.2777777777777778,0.05714285214285758,0.05714285714285714,0.05714285714285714,0.22857142357142868,0.22857142857142856,0.22857142857142856
2264,It even reused the lights from the old Verb.,Se jopa käyttää uudelleen valot vanhasta verbi.,Se jopa käytti vanhan Verbin valoja.,0.584013952012911,63.0,1,0.5406617522239685,0.4907187223434448,0.515986442565918,0.5277777777777778,1.0836717844598367e-154,0.3076923027218935,0.2857142857142857,0.3333333333333333,0.18181817685950424,0.16666666666666666,0.2,0.3076923027218935,0.2857142857142857,0.3333333333333333
6623,"In the late 1990s, when Mr Putin was head of the Federal Security Service (FSB), which replaced the KGB, Mr Ivanov was appointed as his deputy.","Myöhäinen 1990-luku, kun Herra Putin oli Federalistisen Turvallisuuspalvelun pää (FSB), joka korvasi KGBIN, Herra Ivanov nimitettiin hänen varamiehenä.","1990-luvun loppupuolella, kun Putin oli johtajana valtion turvallisuuspalvelu FSB:ssä, joka korvasi KGB:n, Ivanov nimitettiin hänen varajohtajakseen.",0.6693290469311179,80.0,1,0.6413440704345703,0.57412189245224,0.6076959371566772,0.2080536912751678,6.80393143426884e-155,0.4705882303114187,0.4444444444444444,0.5,0.24999999501953132,0.23529411764705882,0.26666666666666666,0.4848484798530762,0.47058823529411764,0.5
3863,"Many also have an impression that it would be a good thing if the value of the currency fell, since it promotes the exporting industries.","Monilla on myös sellainen vaikutelma, että olisi hyvä asia, että valuutan arvo kaatuisi, koska se edistää vientiteollisuutta.","Monilla on myös käsitys, että valuutan arvon lasku olisi hyvä asia, koska se edistää vientiteollisuutta.",0.965551976691442,86.0,3,0.8147642016410828,0.7422308325767517,0.7782086730003357,0.21153846153846154,6.860675628814367e-155,0.7499999950195314,0.7058823529411765,0.8,0.5333333283555556,0.5,0.5714285714285714,0.7096774143600416,0.6875,0.7333333333333333
5465,"According to Ihalainen, the tax deductions in the definition of policy presented by the Minister of Finance, Petteri Orpo (Coalition), are more about securing purchase power than increasing it, because wages will not be raised next year.","IHALAINEN sanoo, että verovähennysten politiikan määrittelyssä, jonka valtiovarainministeri Petteri Orpo (Coalition), on enemmän valtaa kuin lisätä hankinnan turvaamista, koska palkkoja ei koroteta ensi vuonna.","Valtiovarainministeri Petteri Orpon (kok.) esittelemässä linjauksessa veronalennuksista on Ihalaisen mukaan kyse lähinnä ostovoiman turvaamisesta eikä lisäämisestä, sillä ensi vuonna palkkoja ei koroteta.",-0.548929259025903,32.0,1,0.42444518208503723,0.421331524848938,0.42359814047813416,0.12745098039215685,5.325296655696424e-155,0.2978723354277954,0.2916666666666667,0.30434782608695654,0.13333332833580264,0.13043478260869565,0.13636363636363635,0.2127659524490721,0.20833333333333334,0.21739130434782608
722,The Finnish Meteorological Institute says that there are several downbursts in Finland during the summer.,"Ilmatieteen laitos toteaa, että useat downbursts Suomessa kesäisin.","Ilmatieteen laitokselta kerrotaan, että syöksyvirtauksia esiintyy Suomessa useita kesän aikana.",-0.081982141817587,38.0,1,0.526447057723999,0.5891554355621338,0.5578882098197937,0.18947368421052632,6.493018878856848e-155,0.33333332839506175,0.375,0.3,0.0,0.0,0.0,0.33333332839506175,0.375,0.3
6527,A spokeswoman for Reid later said he had not spoken to Clinton directly about whether she would nominate Garland and was speculating.,"Puhenainen Reidia varten myöhemmin sanoi, että hän ei ollut puhuneet Clintonille suoraan hän nimittäisikö Seppelleen ja spekuloida.","Reidin edustaja sanoi myöhemmin, että hän ei ollut puhunut Clintonille suoraan siitä, nimittäisikö hän Garlandin, ja että kyseessä oli spekulaatio.",-0.987487921363508,20.0,1,0.5243245363235474,0.5564961433410645,0.5408560037612915,0.16326530612244897,6.027249494207473e-155,0.4864864815193572,0.5294117647058824,0.45,0.22857142360816338,0.25,0.21052631578947367,0.4705882303114187,0.5,0.4444444444444444
875,The Helsinki Foundation showcases its operations in a pop up forest at Helsinki Market Square from August 13 to 19.,Helsinki-säätiö esittelee toimintaansa pop up metsä Helsinki torille 13 elokuu 19.,Helsinki Foundation esittelee toimintaansa pop up -metsässä Helsingin kauppatorilla 13.-19. elokuuta.,0.184546375002943,66.0,1,0.4659586250782013,0.4343200623989105,0.450691819190979,0.2079207920792079,6.801758001396059e-155,0.5217391254442345,0.5454545454545454,0.5,0.2857142807256236,0.3,0.2727272727272727,0.434782603705104,0.45454545454545453,0.4166666666666667
6107,Joensuu-based Liiga-Riento who play in the Finland Volleyball League have the best starting point in ages to the league that begins in October.,"Joensuu-Based Liiga-Riento, joka pelaa Suomen Volleyball-liigassa, on paras lähtökohta liigaan, joka alkaa lokakuussa.",Lentopallon Mestaruusliigassa pelaava joensuulainen Liiga-Riento lähtee lokakuussa käynnistyvään sarjaan paremmista lähtökohdista kuin miesmuistiin.,0.6923144934832061,73.0,1,0.2996363341808319,0.4348504841327667,0.36567679047584534,0.16891891891891891,6.1307183159379714e-155,0.07692307192307725,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.07999999500800031,0.08333333333333333,0.07692307692307693
6477,"After the plates were cleared at Eisenberg's, she and Mr. Coe pulled out a dessert they had prepared at home: the prune dessert that President Roosevelt ate for lunch.","Sen jälkeen kun lautaset olivat selvitettiin Eisenbergin luona, hän ja Herra Coe vetivät pois jälkiruokaa he olivat valmistaneet kotona: prune jälkiruoka, joka Presidentti Roosevelt söi lounasta varten.","Sen jälkeen, kun lautaset olivat tyhjinä Eisenbergissä, hän ja Coe vetivät esiin jälkiruoan, jotka he olivat valmistaneet kotona: luumujälkiruoan, jota presidentti Roosevelt söi lounaaksi.",0.346461343246708,56.5,2,0.6567164659500122,0.6659283638000488,0.6617306470870972,0.15425531914893617,5.8585789930150764e-155,0.5490196028604384,0.5185185185185185,0.5833333333333334,0.3265306072636402,0.3076923076923077,0.34782608695652173,0.5306122399167015,0.5,0.5652173913043478
3027,The oath occasion for the 10th course of special border jaegers was organised on the garrison’s sport field.,Vala tilaisuudessa 10. aikana erityinen raja jääkärit järjestettiin varuskunnan urheilun alalla.,Kymmenennen erikoisrajajääkärikurssin valatilaisuus järjestettiin varuskunnan urheilukentällä.,-0.2225448468159969,42.0,1,0.3274039626121521,0.36917683482170105,0.3488689064979553,0.18085106382978725,6.343555583510521e-155,0.23529411307958487,0.18181818181818182,0.3333333333333333,0.13333332888888905,0.1,0.2,0.23529411307958487,0.18181818181818182,0.3333333333333333
5993,It came up to my waist.,Se tuli vyötäröni.,Se ulottui vyötärölleni asti.,-1.16734272275349,16.0,1,0.5585075616836548,0.6644992828369141,0.6107023358345032,0.4827586206896552,1.0364234592412658e-154,0.2857142808163266,0.3333333333333333,0.25,0.0,0.0,0.0,0.2857142808163266,0.3333333333333333,0.25
